fecha,tipo_institucion,roa,roe,morosidad,tamano_activo,ratio_eficiencia_operativa,margen_financiero_neto
2022-01-01,Banca Múltiple,1.4610811448508647,14.018477258307563,3.88,348780536.42499995,43.14528876465932,1114496.5226200002
2022-01-01,Cajas Municipales,0.4246607941821747,3.721708327505223,5.44,33091050.68792999,63.17715324481473,249919.99876999998
2022-02-01,Banca Múltiple,1.5624309197652462,14.847228322878184,3.83,351876647.71299994,44.70602193566841,2215378.14874
2022-02-01,Cajas Municipales,0.5031000880674289,4.400182374202748,5.57,33161856.262009997,62.88114744593862,466942.43292999995
2022-03-01,Banca Múltiple,1.6721517473193646,15.781917203546397,3.81,346758207.15599996,43.80731489539198,3979412.5666699996
2022-03-01,Cajas Municipales,0.6181308399407062,5.396798925595949,5.59,33203966.95732,62.28567356806214,719179.44393
2022-04-01,Banca Múltiple,1.7610507472961785,16.5240260018815,3.76,336768351.2110001,42.87064762512248,5508667.601889998
2022-04-01,Cajas Municipales,0.7357207121940417,6.3929527726998305,5.6,33735102.22847,61.4431658421042,949576.81054
2022-05-01,Banca Múltiple,1.8125904185700494,16.892839931510434,3.8,336014645.0200001,43.033889463872946,7050584.0911799995
2022-05-01,Cajas Municipales,0.8827567296930062,7.639107241731733,5.51,34100901.10282001,61.074794095975406,1202621.83634
2022-06-01,Banca Múltiple,1.8692434969595253,17.287932167749457,3.83,337850741.889,43.02187051793376,8550227.702300001
2022-06-01,Cajas Municipales,0.9961500687277567,8.592480364564478,5.44,34543250.23457,60.82835269088246,1449441.4205999998
2022-07-01,Banca Múltiple,1.9089012230362616,17.518901270406136,3.83,339509443.976,42.826586785190216,10197782.43073
2022-07-01,Cajas Municipales,1.0438091665482299,8.975341687916211,5.61,35173672.36009001,60.44144415383401,1690885.1438399998
2022-08-01,Banca Múltiple,1.9551558826923665,17.74959569715133,3.93,339312628.575,42.603721975895795,11715015.64068
2022-08-01,Cajas Municipales,1.078723343681075,9.246167458676782,5.64,35522150.08124,60.098110031874505,1945920.2030299997
2022-09-01,Banca Múltiple,1.9963710812891309,17.96584219251388,3.97,338730798.706,42.42095398986196,13079927.337709999
2022-09-01,Cajas Municipales,1.0932065504137953,9.340703567548521,5.69,35988993.25678,60.06242398522501,2197443.9887800002
2022-10-01,Banca Múltiple,1.9759902865179333,17.661184950386318,4.03,337344452.583,42.40308460974319,14666345.35442
2022-10-01,Cajas Municipales,1.1113184612369738,9.482228850505228,5.9,36352794.913279995,59.98215741561354,2448017.20776
2022-11-01,Banca Múltiple,1.987993375492541,17.612926992440066,4.0,335124050.98399985,42.38357208372074,16125013.923170002
2022-11-01,Cajas Municipales,1.064742422970056,9.074022289885113,5.92,37038652.31171001,59.90956681784769,2705340.92648
2022-12-01,Banca Múltiple,1.9669509161127123,17.268288585434135,3.95,331259124.33899987,42.518649280536984,17677123.83764
2022-12-01,Cajas Municipales,1.0292253885339535,8.756583430948385,5.38,37262870.77623999,60.7823879694132,3028934.84374
2023-01-01,Banca Múltiple,2.0064895189157594,17.473374617719276,4.01,335211562.17600006,38.63157111328473,1424863.75734
2023-01-01,Cajas Municipales,1.0092348280913765,8.577787598753488,5.79,37244233.22745999,60.79046985511049,240642.31321000002
2023-02-01,Banca Múltiple,2.0056907804508266,17.329363736797294,4.01,335836117.9039999,40.91317390251118,2772445.323269999
2023-02-01,Cajas Municipales,0.9650077349623483,8.196739068363344,5.82,37415945.972839996,60.62490882539776,448815.6902699999
2023-03-01,Banca Múltiple,2.0103013349466523,17.260950876648625,3.96,337966776.78699994,40.5620275680549,4232635.386880001
2023-03-01,Cajas Municipales,0.9484891679473115,8.052436046541201,5.67,37799074.90289,60.87776946475191,708979.21646
2023-04-01,Banca Múltiple,1.985483811191756,16.884362320618482,4.01,333434585.2240001,40.874443072785894,5522594.56935
